Plant,Created on,Inspection Lot,Material,Material Description,Batch,Date of Manufacture,Inspection Type,Insp. Lot Quantity,Base unit of measure,Order,SLED/BBD,Material to Which the Quantity is Posted,UD code,Movement Type,Material Document,Short text for the characteristic,Upper tol. limit,Lower tolerance limit,Int. unit/measure.,Original Value,InfoField2
RB11,02-07-18,10000031389,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,0.000,KG,,27-09-18,Usage decision has been made,A,101,5000232739,Color,15,0,Pt-Co,2.3,Spectrophotometer
RB11,02-07-18,10000031389,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,"12,000.000",KG,,27-09-18,Usage decision has been made,A,101,5000232739,Specific Gravity,0.946,0.942,,0.9434,20oC
RB11,02-07-18,10000031391,30025-ST,STYRENE MONOMER (ST),TANK290618,29-06-18,Z01,0.000,KG,,28-08-18,Usage decision has been made,A,101,5000232742,Water content,0.05,-999,%,0.0203,Karl Fishcher
RB11,02-07-18,10000031391,30025-ST,STYRENE MONOMER (ST),TANK290618,29-06-18,Z01,0.000,KG,,28-08-18,Usage decision has been made,A,101,5000232742,Refractive index,1.5445,1.5435,,1.5442,25oC
RB11,02-07-18,10000031391,30025-ST,STYRENE MONOMER (ST),TANK290618,29-06-18,Z01,0.000,KG,,28-08-18,Usage decision has been made,A,101,5000232742,Color,20,0,Pt-Co,5.7,Spectrophotometer
RB11,02-07-18,10000031391,30025-ST,STYRENE MONOMER (ST),TANK290618,29-06-18,Z01,"11,980.000",KG,,28-08-18,Usage decision has been made,A,101,5000232742,Specific Gravity,0.908,0.904,,0.90624,20oC
RB11,02-07-18,10000031393,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,0.000,KG,,27-09-18,Usage decision has been made,A,101,5000232745,Water content,0.1,-999,%,0.0352,Karl Fishcher
RB11,02-07-18,10000031393,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,0.000,KG,,27-09-18,Usage decision has been made,A,101,5000232745,Refractive index,1.4125,1.4115,,1.4121,25oC
RB11,02-07-18,10000031393,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,0.000,KG,,27-09-18,Usage decision has been made,A,101,5000232745,Color,15,0,Pt-Co,2.3,Spectrophotometer
RB11,02-07-18,10000031393,30026-MMA,Methyl Methacrylate (MMA),TANK290618,29-06-18,Z01,"11,970.000",KG,,27-09-18,Usage decision has been made,A,101,5000232745,Specific Gravity,0.946,0.942,,0.9434,20oC
RB11,02-07-18,10000031403,30001-XY,Xylene,TANK290618,29-06-18,Z01,0.000,KG,,26-12-18,Usage decision has been made,A,101,5000232752,Water content,0.1,-999,%,0.021,Karl Fishcher
RB11,02-07-18,10000031403,30001-XY,Xylene,TANK290618,29-06-18,Z01,0.000,KG,,26-12-18,Usage decision has been made,A,101,5000232752,Refractive index,1.496,1.491,,1.495,25oC
RB11,02-07-18,10000031403,30001-XY,Xylene,TANK290618,29-06-18,Z01,0.000,KG,,26-12-18,Usage decision has been made,A,101,5000232752,Color,20,0,Pt-Co,1.5,Spectrophotometer
RB11,02-07-18,10000031403,30001-XY,Xylene,TANK290618,29-06-18,Z01,"10,200.000",KG,,26-12-18,Usage decision has been made,A,101,5000232752,Specific Gravity,0.868,0.864,,0.86698,20oC
RB11,02-07-18,10000031460,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610201,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031460,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610201,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,1.5,Spectrophotometer
RB11,02-07-18,10000031460,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610201,15-12-17,Z01,"6,000.000",KG,,10-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,98.8,UV-VIS Spectrophotom
RB11,02-07-18,10000031461,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610202,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2.5,
RB11,02-07-18,10000031461,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610202,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,0.2,Spectrophotometer
RB11,02-07-18,10000031461,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610202,15-12-17,Z01,"6,000.000",KG,,10-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99.6,UV-VIS Spectrophotom
RB11,02-07-18,10000031462,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610203,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2.5,
RB11,02-07-18,10000031462,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610203,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,1.1,Spectrophotometer
RB11,02-07-18,10000031462,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610203,15-12-17,Z01,"6,000.000",KG,,10-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,98.9,UV-VIS Spectrophotom
RB11,02-07-18,10000031463,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610204,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031463,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610204,15-12-17,Z01,0.000,KG,,10-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,2.2,Spectrophotometer
RB11,02-07-18,10000031463,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80610204,15-12-17,Z01,"6,000.000",KG,,10-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99.1,UV-VIS Spectrophotom
RB11,02-07-18,10000031464,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611201,16-12-17,Z01,0.000,KG,,11-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2.5,
RB11,02-07-18,10000031464,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611201,16-12-17,Z01,0.000,KG,,11-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,1.1,Spectrophotometer
RB11,02-07-18,10000031464,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611201,16-12-17,Z01,"6,000.000",KG,,11-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,98.7,UV-VIS Spectrophotom
RB11,02-07-18,10000031465,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611202,16-12-17,Z01,0.000,KG,,11-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031465,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611202,16-12-17,Z01,0.000,KG,,11-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,0.4,Spectrophotometer
RB11,02-07-18,10000031465,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80611202,16-12-17,Z01,"6,000.000",KG,,11-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99,UV-VIS Spectrophotom
RB11,02-07-18,10000031466,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612202,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031466,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612202,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,2.8,Spectrophotometer
RB11,02-07-18,10000031466,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612202,17-12-17,Z01,"6,000.000",KG,,12-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99,UV-VIS Spectrophotom
RB11,02-07-18,10000031467,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612203,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031467,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612203,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,1.8,Spectrophotometer
RB11,02-07-18,10000031467,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612203,17-12-17,Z01,"6,000.000",KG,,12-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99.3,UV-VIS Spectrophotom
RB11,02-07-18,10000031468,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612204,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,water solubility,3,0,hrs,2,
RB11,02-07-18,10000031468,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612204,17-12-17,Z01,0.000,KG,,12-12-18,Usage decision has been made,A,101,5000232803,Color,15,0,Pt-Co,0.2,Spectrophotometer
RB11,02-07-18,10000031468,30114-PF92%(CCP),Paraformaldehyde 92% (PF92%-CCP),80612204,17-12-17,Z01,"6,000.000",KG,,12-12-18,Usage decision has been made,A,101,5000232803,%Transmittance,100,90,%,99.2,UV-VIS Spectrophotom
RB11,02-07-18,40000050130,ERABW5600-BLK01200,STRUCT BOND BW-5600,CE8018,04-05-18,Z04,0.000,KG,1023754,31-10-18,Usage decision has been made,A,101,5000232763,Viscosity,120,60,Poise,96,"30oC,Viscometer"
RB11,02-07-18,40000050130,ERABW5600-BLK01200,STRUCT BOND BW-5600,CE8018,04-05-18,Z04,0.000,KG,1023754,31-10-18,Usage decision has been made,A,101,5000232763,Non Volatile Content,46,43,%,44.1,1.5g./150oC/30min
RB11,02-07-18,40000050130,ERABW5600-BLK01200,STRUCT BOND BW-5600,CE8018,04-05-18,Z04,"1,200.000",KG,1023754,31-10-18,Usage decision has been made,A,101,5000232763,pH,8,6,,6.52,"30oC,pH Meter"
RB11,02-07-18,40000050132,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8007,24-05-18,Z04,0.000,KG,1023712,20-11-18,Usage decision has been made,A,101,5000232772,Viscosity,10,2,cP,4.1,"25oC,Viscometer"
RB11,02-07-18,40000050132,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8007,24-05-18,Z04,0.000,KG,1023712,20-11-18,Usage decision has been made,A,101,5000232772,Non Volatile Content,10.5,9.5,%,10.2,1.5g./105oC/180min
RB11,02-07-18,40000050132,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8007,24-05-18,Z04,0.000,KG,1023712,20-11-18,Usage decision has been made,A,101,5000232772,Specific Gravity,1.06,1.02,,1.036,"25oC,Hydrometer"
RB11,02-07-18,40000050132,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8007,24-05-18,Z04,400.000,KG,1023712,20-11-18,Usage decision has been made,A,101,5000232772,pH,2.5,1.5,,1.73,"25oC,pH Meter"
RB11,02-07-18,40000050134,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8006,23-05-18,Z04,0.000,KG,1023711,19-11-18,Usage decision has been made,A,101,5000232788,Viscosity,10,2,cP,4,"25oC,Viscometer"
RB11,02-07-18,40000050134,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8006,23-05-18,Z04,0.000,KG,1023711,19-11-18,Usage decision has been made,A,101,5000232788,Non Volatile Content,10.5,9.5,%,10.3,1.5g./105oC/180min
RB11,02-07-18,40000050134,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8006,23-05-18,Z04,0.000,KG,1023711,19-11-18,Usage decision has been made,A,101,5000232788,Specific Gravity,1.06,1.02,,1.036,"25oC,Hydrometer"
RB11,02-07-18,40000050134,RKOXC2250-KY000020,ACCOFLOC XC-225,CE8006,23-05-18,Z04,"4,600.000",KG,1023711,19-11-18,Usage decision has been made,A,101,5000232788,pH,2.5,1.5,,1.71,"25oC,pH Meter"
RB11,02-07-18,40000050137,RKVVSC032-DR000200,VINYSOL-C-032,CF8003,07-06-18,Z04,0.000,KG,1023715,04-12-18,Usage decision has been made,A,101,5000232789,Viscosity,550,300,Poise,469,"30oC,Viscometer"
RB11,02-07-18,40000050137,RKVVSC032-DR000200,VINYSOL-C-032,CF8003,07-06-18,Z04,0.000,KG,1023715,04-12-18,Usage decision has been made,A,101,5000232789,Non Volatile Content,60,58,%,59.2,1.5g./150oC/30min
RB11,02-07-18,40000050137,RKVVSC032-DR000200,VINYSOL-C-032,CF8003,07-06-18,Z04,0.000,KG,1023715,04-12-18,Usage decision has been made,A,101,5000232789,Particle Size,0.5,0.3,Micron,0.403,UV-VIS Spectrophotom
RB11,02-07-18,40000050137,RKVVSC032-DR000200,VINYSOL-C-032,CF8003,07-06-18,Z04,988.000,KG,1023715,04-12-18,Usage decision has been made,A,101,5000232789,pH,6,4,,4.69,"30oC,pH Meter"
RB11,02-07-18,40000050139,RKVV60450-BX000020,VINYLAX-6045,CF8008,14-06-18,Z04,0.000,KG,1023714,11-12-18,Usage decision has been made,A,101,5000232790,Viscosity,4500,4000,cP,4340,"30oC,Viscometer"
RB11,02-07-18,40000050139,RKVV60450-BX000020,VINYLAX-6045,CF8008,14-06-18,Z04,0.000,KG,1023714,11-12-18,Usage decision has been made,A,101,5000232790,Non Volatile Content,54,52,%,52.3,1.5g./150oC/30min
RB11,02-07-18,40000050139,RKVV60450-BX000020,VINYLAX-6045,CF8008,14-06-18,Z04,"1,040.000",KG,1023714,11-12-18,Usage decision has been made,A,101,5000232790,pH,6,4,,4.67,"30oC,pH Meter"
RB11,02-07-18,40000050141,RKVV221G0-DR000100,VINYLAX-221G,CF8013,30-06-18,Z04,0.000,KG,1023551,27-12-18,Usage decision has been made,A,101,5000232811,Viscosity,2600,1600,Poise,2024,"30oC,Viscometer"
RB11,02-07-18,40000050141,RKVV221G0-DR000100,VINYLAX-221G,CF8013,30-06-18,Z04,0.000,KG,1023551,27-12-18,Usage decision has been made,A,101,5000232811,Non Volatile Content,36,34,%,34.5,1.5g./150oC/30min
RB11,02-07-18,40000050141,RKVV221G0-DR000100,VINYLAX-221G,CF8013,30-06-18,Z04,0.000,KG,1023551,27-12-18,Usage decision has been made,A,101,5000232811,Particle Size,1.3,0.6,Micron,0.918,UV-VIS Spectrophotom
RB11,02-07-18,40000050141,RKVV221G0-DR000100,VINYLAX-221G,CF8013,30-06-18,Z04,"8,160.000",KG,1023551,27-12-18,Usage decision has been made,A,101,5000232811,pH,6,4,,4.73,"30oC,pH Meter"
RB11,02-07-18,40000050143,ENCH3150B-BLK01000,HOPELON-3150B,CF8075,29-06-18,Z04,0.000,KG,1023459,26-12-18,Usage decision has been made,A,101,5000232881,Viscosity,50,10,Poise,32.4,"25oC,Viscometer"
RB11,02-07-18,40000050143,ENCH3150B-BLK01000,HOPELON-3150B,CF8075,29-06-18,Z04,0.000,KG,1023459,26-12-18,Usage decision has been made,A,101,5000232881,Non Volatile Content,16,15,%,15.3,1.5g./150oC/30min
RB11,02-07-18,40000050143,ENCH3150B-BLK01000,HOPELON-3150B,CF8075,29-06-18,Z04,300.000,KG,1023459,26-12-18,Usage decision has been made,A,101,5000232881,pH,6.5,5,,5.82,"25oC,pH Meter"
RB11,02-07-18,40000050145,RKA731400-DR000200,ACRYLAX-7314,CG8005,02-07-18,Z04,0.000,KG,1023595,29-12-18,Usage decision has been made,A,101,5000232892,Viscosity,500,350,Poise,436,"30oC,Viscometer"
RB11,02-07-18,40000050145,RKA731400-DR000200,ACRYLAX-7314,CG8005,02-07-18,Z04,0.000,KG,1023595,29-12-18,Usage decision has been made,A,101,5000232892,Non Volatile Content,46,44,%,45.7,1.5g./150oC/30min
RB11,02-07-18,40000050145,RKA731400-DR000200,ACRYLAX-7314,CG8005,02-07-18,Z04,0.000,KG,1023595,29-12-18,Usage decision has been made,A,101,5000232892,Particle Size,0.13,0.08,Micron,0.105,UV-VIS Spectrophotom
RB11,02-07-18,40000050145,RKA731400-DR000200,ACRYLAX-7314,CG8005,02-07-18,Z04,"4,400.000",KG,1023595,29-12-18,Usage decision has been made,A,101,5000232892,pH,9,8,,8.25,"30oC,pH Meter"
RB11,02-07-18,40000050147,RKA952100-DR000200,ACRYLAX-9521,CG8004,02-07-18,Z04,0.000,KG,1023591,29-12-18,Usage decision has been made,A,101,5000232894,Viscosity,150,-999,cP,93.7,"30oC,Viscometer"
RB11,02-07-18,40000050147,RKA952100-DR000200,ACRYLAX-9521,CG8004,02-07-18,Z04,0.000,KG,1023591,29-12-18,Usage decision has been made,A,101,5000232894,Non Volatile Content,51,49,%,49.6,1.5g./150oC/30min
RB11,02-07-18,40000050147,RKA952100-DR000200,ACRYLAX-9521,CG8004,02-07-18,Z04,0.000,KG,1023591,29-12-18,Usage decision has been made,A,101,5000232894,Particle Size,0.3,0.2,Micron,0.251,UV-VIS Spectrophotom
RB11,02-07-18,40000050147,RKA952100-DR000200,ACRYLAX-9521,CG8004,02-07-18,Z04,"5,380.000",KG,1023591,29-12-18,Usage decision has been made,A,101,5000232894,pH,7,5,,5.52,"30oC,pH Meter"
RB11,02-07-18,40000050157,RKV6131N2-BLK01000,VINYLAX-6131N2,CG8012,02-07-18,Z04,0.000,KG,1023582,29-12-18,Usage decision has been made,A,101,5000232959,Viscosity,60,40,Poise,50.4,"30oC,Viscometer"
RB11,02-07-18,40000050157,RKV6131N2-BLK01000,VINYLAX-6131N2,CG8012,02-07-18,Z04,0.000,KG,1023582,29-12-18,Usage decision has been made,A,101,5000232959,Non Volatile Content,26,24,%,25.2,1.5g./150oC/30min
RB11,02-07-18,40000050157,RKV6131N2-BLK01000,VINYLAX-6131N2,CG8012,02-07-18,Z04,"7,632.000",KG,1023582,29-12-18,Usage decision has been made,A,101,5000232959,pH,8,5,,7.46,"30oC,pH Meter"
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Viscosity,99.9,-999,cP,11.4,"30oC,Viscometer"
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Non Volatile Content,46,44,%,45.1,1.5g./150oC/30min
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Specific Gravity,1.14,1.02,,1.078,"30oC,Hydrometer"
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Particle Size,0.28,0.15,Micron,0.224,UV-VIS Spectrophotom
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,ART,210,95,cP,115,30oC
RB11,02-07-18,40000050162,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,"9,400.000",KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,pH,6,4,,5.32,"30oC,pH Meter"
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Viscosity,99.9,-999,cP,11.4,"30oC,Viscometer"
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Non Volatile Content,46,44,%,45.1,1.5g./150oC/30min
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Specific Gravity,1.14,1.02,,1.078,"30oC,Hydrometer"
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,Particle Size,0.28,0.15,Micron,0.224,UV-VIS Spectrophotom
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,0.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,ART,210,95,cP,115,30oC
RB11,02-07-18,40000050163,RKA506000-DR000200,ACRYLAX-506,CG8067,02-07-18,Z04,65.000,KG,1023590,29-12-18,Usage decision has been made,A,101,5000232960,pH,6,4,,5.32,"30oC,pH Meter"
RB11,02-07-18,40000050166,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8051,02-07-18,Z04,0.000,KG,1023592,29-12-18,Usage decision has been made,A,101,5000232961,Viscosity,500,0,cP,87,"30oC,Viscometer"
RB11,02-07-18,40000050166,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8051,02-07-18,Z04,0.000,KG,1023592,29-12-18,Usage decision has been made,A,101,5000232961,Non Volatile Content,46,44,%,45,1.5g./150oC/30min
RB11,02-07-18,40000050166,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8051,02-07-18,Z04,0.000,KG,1023592,29-12-18,Usage decision has been made,A,101,5000232961,Particle Size,0.25,0.15,Micron,0.156,UV-VISIBLE
RB11,02-07-18,40000050166,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8051,02-07-18,Z04,"5,150.000",KG,1023592,29-12-18,Usage decision has been made,A,101,5000232961,pH,9.5,7.5,,8.34,"30oC,pH Meter"
RB11,02-07-18,40000050169,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,0.000,KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,Viscosity,50,10,Poise,32.4,"25oC,Viscometer"
RB11,02-07-18,40000050169,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,0.000,KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,Non Volatile Content,16,15,%,15.3,1.5g./150oC/30min
RB11,02-07-18,40000050169,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,"4,000.000",KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,pH,6.5,5,,5.83,"25oC,pH Meter"
RB11,02-07-18,40000050170,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,0.000,KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,Viscosity,50,10,Poise,32.4,"25oC,Viscometer"
RB11,02-07-18,40000050170,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,0.000,KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,Non Volatile Content,16,15,%,15.3,1.5g./150oC/30min
RB11,02-07-18,40000050170,ENCH3150B-BLK01000,HOPELON-3150B,CG8077,02-07-18,Z04,966.000,KG,1023588,29-12-18,Usage decision has been made,A,101,5000232962,pH,6.5,5,,5.83,"25oC,pH Meter"
RB11,02-07-18,40000050172,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8050,02-07-18,Z04,0.000,KG,1023587,29-12-18,Usage decision has been made,A,101,5000232963,Viscosity,500,0,cP,91,"30oC,Viscometer"
RB11,02-07-18,40000050172,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8050,02-07-18,Z04,0.000,KG,1023587,29-12-18,Usage decision has been made,A,101,5000232963,Non Volatile Content,46,44,%,45.3,1.5g./150oC/30min
RB11,02-07-18,40000050172,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8050,02-07-18,Z04,0.000,KG,1023587,29-12-18,Usage decision has been made,A,101,5000232963,Particle Size,0.25,0.15,Micron,0.164,UV-VISIBLE
RB11,02-07-18,40000050172,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8050,02-07-18,Z04,"5,191.000",KG,1023587,29-12-18,Usage decision has been made,A,101,5000232963,pH,9.5,7.5,,8.31,"30oC,pH Meter"
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Viscosity,99.9,-999,cP,11.6,"30oC,Viscometer"
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Non Volatile Content,46,44,%,45.3,1.5g./150oC/30min
RB11,02-07-18,40000050175,RKA506000-DR000200,ACRYLAX-506,CG8066,02-07-18,Z04,0.000,KG,1023585,29-12-18,Usage decision has been made,A,101,5000232964,Specific Gravity,1.14,1.02,,1.078,"30oC,Hydrometer"
